tv_symbol,screener_slug,bse_code,isin,name
NSE:QUINTEGRA,QUINTEGRA,,,
BSE:507522,507522,507522,,
BSE:523030,523030,523030,,
BSE:539096,539096,539096,,
BSE:531039,531039,531039,,
BSE:513309,513309,513309,,
BSE:530863,530863,530863,,
BSE:532444,532444,532444,,
BSE:532766,532766,532766,,
BSE:531283,531283,531283,,
NSE:SPECTACLE,SPECTACLE,,,
BSE:531925,531925,531925,,
NSE:AIFL,AIFL,,,
BSE:539595,539595,539595,,
BSE:532645,532645,532645,,
NSE:CELESTIAL,CELESTIAL,,,
NSE:PETRONENGG,PETRONENGG,,,
NSE:TRICOM,TRICOM,,,
BSE:539544,539544,539544,,
BSE:533258,533258,533258,,
BSE:537092,537092,537092,,
BSE:538765,538765,538765,,
BSE:539026,539026,539026,,
BSE:531867,531867,531867,,
BSE:538897,538897,538897,,
BSE:542377,542377,542377,,
NSE:ALCHEM,ALCHEM,,,
BSE:531568,531568,531568,,
BSE:534563,534563,534563,,
BSE:539114,539114,539114,,
BSE:524484,524484,524484,,
BSE:526795,526795,526795,,
BSE:540159,540159,540159,,
BSE:530547,530547,530547,,
BSE:501144,501144,501144,,
NSE:SRSLTD,SRSLTD,,,
NSE:PERFECT,PERFECT,,,
BSE:538731,538731,538731,,
BSE:541627,541627,541627,,
BSE:531463,531463,531463,,
NSE:KRISNAFILA,KRISNAFILA,,,
BSE:543444,543444,543444,,
BSE:522042,522042,522042,,
BSE:530093,530093,530093,,
BSE:543579,543579,543579,,
BSE:539229,539229,539229,,
BSE:543305,543305,543305,,
BSE:539223,539223,539223,,
BSE:526568,526568,526568,,
BSE:524590,524590,524590,,
BSE:521137,521137,521137,,
NSE:FIRSTWIN,FIRSTWIN,,,
BSE:513460,513460,513460,,
NSE:TALWALKARS,TALWALKARS,,,
BSE:519214,519214,519214,,
BSE:530581,530581,530581,,
BSE:526983,526983,526983,,
NSE:RAMSARUP,RAMSARUP,,,
BSE:532441,532441,532441,,
NSE:METKORE,METKORE,,,
BSE:537582,537582,537582,,
BSE:524031,524031,524031,,
NSE:BUWALKASTL,BUWALKASTL,,,
BSE:539405,539405,539405,,
BSE:533268,533268,533268,,
NSE:JIKIND,JIKIND,,,
NSE:VIMALOIL,VIMALOIL,,,
BSE:530917,530917,530917,,
BSE:537784,537784,537784,,
BSE:531515,531515,531515,,
BSE:538542,538542,538542,,
BSE:542923,542923,542923,,
BSE:533019,533019,533019,,
BSE:524642,524642,524642,,
BSE:540695,540695,540695,,
NSE:INDLMETER,INDLMETER,,,
BSE:531812,531812,531812,,
BSE:535466,535466,535466,,
NSE:CMICABLES,CMICABLES,,,
BSE:513579,513579,513579,,
BSE:526538,526538,526538,,
BSE:531496,531496,531496,,
BSE:511642,511642,511642,,
BSE:531681,531681,531681,,
BSE:539495,539495,539495,,
BSE:532905,532905,532905,,
NSE:BGLOBAL,BGLOBAL,,,
BSE:521188,521188,521188,,
BSE:513397,513397,513397,,
NSE:GUJNREDVR,GUJNREDVR,,,
BSE:544156,544156,544156,,
BSE:512359,512359,512359,,
BSE:530755,530755,530755,,
BSE:534190,534190,534190,,
BSE:531460,531460,531460,,
BSE:530663,530663,530663,,
BSE:517552,517552,517552,,
BSE:531288,531288,531288,,
NSE:PUNJABWOOL,PUNJABWOOL,,,
NSE:SUJANAUNI,SUJANAUNI,,,
NSE:SAHAJ,SAHAJ,,,
BSE:530439,530439,530439,,
BSE:531783,531783,531783,,
BSE:526865,526865,526865,,
BSE:542677,542677,542677,,
BSE:526967,526967,526967,,
BSE:539835,539835,539835,,
BSE:513558,513558,513558,,
NSE:REISIXTEN,REISIXTEN,,,
NSE:SHLAKSHMI,SHLAKSHMI,,,
BSE:523455,523455,523455,,
BSE:590083,590083,590083,,
BSE:511734,511734,511734,,
BSE:519174,519174,519174,,
BSE:543269,543269,543269,,
BSE:506159,506159,506159,,
BSE:539291,539291,539291,,
BSE:511760,511760,511760,,
NSE:BROADCAST,BROADCAST,,,
BSE:511451,511451,511451,,
BSE:526813,526813,526813,,
BSE:509038,509038,509038,,
BSE:539402,539402,539402,,
BSE:539673,539673,539673,,
BSE:516020,516020,516020,,
BSE:531250,531250,531250,,
BSE:531674,531674,531674,,
BSE:532623,532623,532623,,
BSE:534659,534659,534659,,
NSE:VXLINSTR,VXLINSTR,,,
BSE:536965,536965,536965,,
BSE:504375,504375,504375,,
BSE:531668,531668,531668,,
BSE:533525,533525,533525,,
NSE:NUTEK,NUTEK,,,
BSE:531594,531594,531594,,
NSE:AGRODUTCH,AGRODUTCH,,,
BSE:512097,512097,512097,,
BSE:531775,531775,531775,,
BSE:539383,539383,539383,,
BSE:532669,532669,532669,,
BSE:532378,532378,532378,,
NSE:VIJSHAN,VIJSHAN,,,
BSE:543536,543536,543536,,
BSE:531444,531444,531444,,
BSE:531458,531458,531458,,
BSE:513513,513513,513513,,
BSE:514460,514460,514460,,
BSE:507918,507918,507918,,
NSE:PRADIP,PRADIP,,,
BSE:532657,532657,532657,,
BSE:521054,521054,521054,,
BSE:530683,530683,530683,,
BSE:503675,503675,503675,,
BSE:511728,511728,511728,,
NSE:PSL,PSL,,,
BSE:539278,539278,539278,,
BSE:511401,511401,511401,,
BSE:540812,540812,540812,,
BSE:530777,530777,530777,,
BSE:511660,511660,511660,,
BSE:590081,590081,590081,,
BSE:541151,541151,541151,,
NSE:SHPRE,SHPRE,,,
BSE:530985,530985,530985,,
NSE:NEOCORP,NEOCORP,,,
BSE:526905,526905,526905,,
BSE:539410,539410,539410,,
BSE:526494,526494,526494,,
BSE:526574,526574,526574,,
BSE:507609,507609,507609,,
NSE:STRAUSIND,STRAUSIND,,,
BSE:512487,512487,512487,,
BSE:539593,539593,539593,,
NSE:SHREEKRPET,SHREEKRPET,,,
BSE:530771,530771,530771,,
BSE:542025,542025,542025,,
BSE:524232,524232,524232,,
BSE:531370,531370,531370,,
BSE:531881,531881,531881,,
BSE:538952,538952,538952,,
NSE:CANDC,CANDC,,,
BSE:542176,542176,542176,,
BSE:526689,526689,526689,,
BSE:526839,526839,526839,,
BSE:526883,526883,526883,,
BSE:500426,500426,500426,,
BSE:538351,538351,538351,,
BSE:532340,532340,532340,,
BSE:530281,530281,530281,,
NSE:GOVINRUBER,GOVINRUBER,,,
NSE:MELSTAR,MELSTAR,,,
BSE:539800,539800,539800,,
BSE:539982,539982,539982,,
BSE:543436,543436,543436,,
NSE:GALPOWTEL,GALPOWTEL,,,
BSE:503772,503772,503772,,
BSE:513515,513515,513515,,
BSE:531541,531541,531541,,
BSE:530207,530207,530207,,
BSE:543798,543798,543798,,
BSE:530173,530173,530173,,
BSE:544056,544056,544056,,
NSE:ADHUNIK,ADHUNIK,,,
BSE:531051,531051,531051,,
BSE:517548,517548,517548,,
NSE:ESSDEE,ESSDEE,,,
BSE:542918,542918,542918,,
BSE:538993,538993,538993,,
BSE:531300,531300,531300,,
BSE:506971,506971,506971,,
BSE:512153,512153,512153,,
BSE:531210,531210,531210,,
BSE:524624,524624,524624,,
BSE:538569,538569,538569,,
BSE:519191,519191,519191,,
BSE:504369,504369,504369,,
BSE:530765,530765,530765,,
NSE:SECURCRED,SECURCRED,,,
BSE:532745,532745,532745,,
BSE:541633,541633,541633,,
BSE:530795,530795,530795,,
NSE:TECHNOFAB,TECHNOFAB,,,
BSE:540108,540108,540108,,
BSE:524546,524546,524546,,
BSE:526225,526225,526225,,
BSE:534422,534422,534422,,
BSE:530923,530923,530923,,
BSE:538319,538319,538319,,
BSE:530931,530931,530931,,
NSE:GONTERPEIP,GONTERPEIP,,,
NSE:INFODRIVE,INFODRIVE,,,
BSE:526525,526525,526525,,
BSE:539119,539119,539119,,
BSE:511652,511652,511652,,
BSE:590088,590088,590088,,
BSE:535204,535204,535204,,
BSE:537573,537573,537573,,
NSE:SSLFINANCE,SSLFINANCE,,,
BSE:504356,504356,504356,,
BSE:531432,531432,531432,,
BSE:540152,540152,540152,,
BSE:526133,526133,526133,,
BSE:506543,506543,506543,,
BSE:531991,531991,531991,,
BSE:531433,531433,531433,,
BSE:531794,531794,531794,,
BSE:535514,535514,535514,,
BSE:531963,531963,531963,,
NSE:MOHOTAIND,MOHOTAIND,,,
BSE:532354,532354,532354,,
BSE:532113,532113,532113,,
BSE:502271,502271,502271,,
BSE:530187,530187,530187,,
BSE:534755,534755,534755,,
BSE:540267,540267,540267,,
BSE:504397,504397,504397,,
BSE:526751,526751,526751,,
NSE:NICCO,NICCO,,,
NSE:JAINSTUDIO,JAINSTUDIO,,,
BSE:509835,509835,509835,,
BSE:536128,536128,536128,,
BSE:543541,543541,543541,,
BSE:531314,531314,531314,,
BSE:524604,524604,524604,,
NSE:PADMALAYAT,PADMALAYAT,,,
BSE:531661,531661,531661,,
BSE:517044,517044,517044,,
NSE:AUSTRAL,AUSTRAL,,,
BSE:531352,531352,531352,,
NSE:BRIGHT,BRIGHT,,,
BSE:512481,512481,512481,,
BSE:523113,523113,523113,,
NSE:OMKARCHEM,OMKARCHEM,,,
NSE:CHROMATIC,CHROMATIC,,,
BSE:519367,519367,519367,,
BSE:539680,539680,539680,,
BSE:531221,531221,531221,,
BSE:524764,524764,524764,,
BSE:534639,534639,534639,,
NSE:PRIYADYES,PRIYADYES,,,
BSE:513488,513488,513488,,
BSE:539206,539206,539206,,
BSE:530513,530513,530513,,
BSE:531149,531149,531149,,
BSE:531944,531944,531944,,
NSE:FORTISFIN,FORTISFIN,,,
BSE:590090,590090,590090,,
BSE:541890,541890,541890,,
BSE:524628,524628,524628,,
BSE:539596,539596,539596,,
BSE:531486,531486,531486,,
NSE:ZICOM,ZICOM,,,
NSE:ARAVALISEC,ARAVALISEC,,,
BSE:530713,530713,530713,,
NSE:SURYVANSPG,SURYVANSPG,,,
NSE:EASUNREYRL,EASUNREYRL,,,
BSE:526439,526439,526439,,
BSE:532379,532379,532379,,
BSE:513721,513721,513721,,
BSE:531083,531083,531083,,
NSE:TATIASKYLN,TATIASKYLN,,,
BSE:519479,519479,519479,,
BSE:531272,531272,531272,,
BSE:538963,538963,538963,,
NSE:MILTONPLAS,MILTONPLAS,,,
BSE:512415,512415,512415,,
BSE:543171,543171,543171,,
BSE:507508,507508,507508,,
BSE:539393,539393,539393,,
BSE:539621,539621,539621,,
BSE:530057,530057,530057,,
BSE:526468,526468,526468,,
BSE:532825,532825,532825,,
BSE:526877,526877,526877,,
NSE:HARIAEXPO,HARIAEXPO,,,
BSE:544188,544188,544188,,
BSE:535205,535205,535205,,
BSE:526115,526115,526115,,
NSE:SETUINFRA,SETUINFRA,,,
BSE:531155,531155,531155,,
BSE:530161,530161,530161,,
NSE:BAGWATIGAS,BAGWATIGAS,,,
BSE:531611,531611,531611,,
NSE:THIRUSUGAR,THIRUSUGAR,,,
BSE:524752,524752,524752,,
BSE:542765,542765,542765,,
BSE:538863,538863,538863,,
BSE:531779,531779,531779,,
BSE:506122,506122,506122,,
BSE:531989,531989,531989,,
NSE:NCOPPER,NCOPPER,,,
BSE:531334,531334,531334,,
NSE:HARIGCRANK,HARIGCRANK,,,
BSE:526588,526588,526588,,
BSE:504378,504378,504378,,
NSE:RMMIL,RMMIL,,,
BSE:520121,520121,520121,,
BSE:537709,537709,537709,,
BSE:543545,543545,543545,,
NSE:VBDESAIFIN,VBDESAIFIN,,,
BSE:519353,519353,519353,,
BSE:544173,544173,544173,,
BSE:542592,542592,542592,,
BSE:543289,543289,543289,,
BSE:543804,543804,543804,,
BSE:526512,526512,526512,,
BSE:541299,541299,541299,,
BSE:531323,531323,531323,,
BSE:521003,521003,521003,,
BSE:532397,532397,532397,,
BSE:531585,531585,531585,,
NSE:SURANAIND,SURANAIND,,,
BSE:531913,531913,531913,,
BSE:526887,526887,526887,,
BSE:531456,531456,531456,,
NSE:VULCANENG,VULCANENG,,,
BSE:532024,532024,532024,,
NSE:DQE,DQE,,,
BSE:507515,507515,507515,,
BSE:505797,505797,505797,,
BSE:535657,535657,535657,,
BSE:538667,538667,538667,,
BSE:526431,526431,526431,,
BSE:516062,516062,516062,,
BSE:539449,539449,539449,,
BSE:530063,530063,530063,,
BSE:539406,539406,539406,,
BSE:505502,505502,505502,,
BSE:521161,521161,521161,,
BSE:531671,531671,531671,,
BSE:532035,532035,532035,,
BSE:531441,531441,531441,,
BSE:526959,526959,526959,,
NSE:KTL,KTL,,,
BSE:531825,531825,531825,,
BSE:531928,531928,531928,,
BSE:535910,535910,535910,,
NSE:SURYAJYOTI,SURYAJYOTI,,,
BSE:540681,540681,540681,,
BSE:531304,531304,531304,,
BSE:540269,540269,540269,,
BSE:531387,531387,531387,,
BSE:530443,530443,530443,,
BSE:544220,544220,544220,,
BSE:511664,511664,511664,,
BSE:532166,532166,532166,,
NSE:RASOYPR,RASOYPR,,,
NSE:NAGAROIL,NAGAROIL,,,
BSE:519014,519014,519014,,
BSE:531027,531027,531027,,
BSE:530251,530251,530251,,
BSE:503659,503659,503659,,
NSE:PDPL,PDPL,,,
BSE:512271,512271,512271,,
BSE:509449,509449,509449,,
NSE:GEINDSYS,GEINDSYS,,,
BSE:539408,539408,539408,,
BSE:523425,523425,523425,,
NSE:MARSHALL,MARSHALL,,,
NSE:TRIVENSHET,TRIVENSHET,,,
BSE:526917,526917,526917,,
BSE:526859,526859,526859,,
BSE:511187,511187,511187,,
BSE:532874,532874,532874,,
BSE:538464,538464,538464,,
BSE:538081,538081,538081,,
BSE:526441,526441,526441,,
NSE:VALUEIND,VALUEIND,,,
BSE:511463,511463,511463,,
BSE:531680,531680,531680,,
BSE:531946,531946,531946,,
NSE:CKPPRODUCT,CKPPRODUCT,,,
BSE:511688,511688,511688,,
NSE:HINDDORROL,HINDDORROL,,,
NSE:INDIFRA,INDIFRA,,,
BSE:524264,524264,524264,,
BSE:539014,539014,539014,,
BSE:531902,531902,531902,,
BSE:531465,531465,531465,,
BSE:526500,526500,526500,,
BSE:507759,507759,507759,,
BSE:530271,530271,530271,,
NSE:MURLIIND,MURLIIND,,,
BSE:514378,514378,514378,,
NSE:ESTCSTSTEL,ESTCSTSTEL,,,
BSE:530809,530809,530809,,
BSE:530295,530295,530295,,
NSE:MESCOPHARM,MESCOPHARM,,,
BSE:509073,509073,509073,,
BSE:531043,531043,531043,,
BSE:530571,530571,530571,,
NSE:EDL,EDL,,,
NSE:SABEVENTS,SABEVENTS,,,
BSE:531397,531397,531397,,
BSE:526558,526558,526558,,
NSE:HINDIND,HINDIND,,,
BSE:543500,543500,543500,,
BSE:543516,543516,543516,,
BSE:530735,530735,530735,,
NSE:SABAR,SABAR,,,
BSE:523670,523670,523670,,
BSE:506991,506991,506991,,
BSE:531834,531834,531834,,
BSE:540914,540914,540914,,
BSE:526473,526473,526473,,
BSE:543207,543207,543207,,
BSE:530027,530027,530027,,
BSE:544190,544190,544190,,
BSE:512618,512618,512618,,
BSE:538919,538919,538919,,
BSE:538894,538894,538894,,
BSE:509760,509760,509760,,
BSE:526113,526113,526113,,
BSE:531762,531762,531762,,
BSE:539864,539864,539864,,
BSE:542864,542864,542864,,
NSE:LUMAXAUTO,LUMAXAUTO,,,
BSE:532041,532041,532041,,
BSE:519262,519262,519262,,
BSE:539032,539032,539032,,
NSE:PLADAINFO,PLADAINFO,,,
NSE:SRPL,SRPL,,,
NSE:SHRENUJ,SHRENUJ,,,
BSE:517228,517228,517228,,
BSE:523351,523351,523351,,
BSE:544094,544094,544094,,
BSE:544231,544231,544231,,
BSE:539662,539662,539662,,
BSE:521174,521174,521174,,
BSE:531878,531878,531878,,
NSE:BHARATIDIL,BHARATIDIL,,,
BSE:524458,524458,524458,,
BSE:526504,526504,526504,,
BSE:531049,531049,531049,,
BSE:530177,530177,530177,,
BSE:511738,511738,511738,,
BSE:531338,531338,531338,,
BSE:531972,531972,531972,,
BSE:538858,538858,538858,,
BSE:517397,517397,517397,,
BSE:539692,539692,539692,,
NSE:KAWIRES,KAWIRES,,,
BSE:501148,501148,501148,,
BSE:506313,506313,506313,,
BSE:538770,538770,538770,,
BSE:511185,511185,511185,,
BSE:539110,539110,539110,,
BSE:524808,524808,524808,,
NSE:LEEL,LEEL,,,
BSE:506615,506615,506615,,
BSE:531505,531505,531505,,
BSE:539123,539123,539123,,
NSE:QUADPRO,QUADPRO,,,
BSE:512405,512405,512405,,
BSE:542524,542524,542524,,
BSE:513540,513540,513540,,
BSE:531672,531672,531672,,
BSE:521080,521080,521080,,
BSE:531863,531863,531863,,
BSE:538212,538212,538212,,
NSE:CBAZAAR,CBAZAAR,,,
BSE:538684,538684,538684,,
NSE:SHUKRADIAM,SHUKRADIAM,,,
BSE:543247,543247,543247,,
NSE:UNITY,UNITY,,,
BSE:523242,523242,523242,,
BSE:531257,531257,531257,,
BSE:539228,539228,539228,,
BSE:542446,542446,542446,,
BSE:531846,531846,531846,,
BSE:508867,508867,508867,,
BSE:530797,530797,530797,,
BSE:534708,534708,534708,,
BSE:531909,531909,531909,,
BSE:544398,544398,544398,,
NSE:JIYAECO,JIYAECO,,,
BSE:540221,540221,540221,,
BSE:544368,544368,544368,,
BSE:530429,530429,530429,,
BSE:538707,538707,538707,,
NSE:SUULD,SUULD,,,
BSE:539090,539090,539090,,
BSE:531265,531265,531265,,
BSE:539111,539111,539111,,
BSE:511493,511493,511493,,
BSE:530151,530151,530151,,
BSE:537524,537524,537524,,
NSE:WINNY,WINNY,,,
BSE:537707,537707,537707,,
BSE:532972,532972,532972,,
BSE:540903,540903,540903,,
NSE:EON,EON,,,
BSE:507808,507808,507808,,
BSE:531158,531158,531158,,
BSE:542850,542850,542850,,
BSE:543372,543372,543372,,
BSE:504340,504340,504340,,
NSE:JVLAGRO,JVLAGRO,,,
NSE:MIDINDIA,MIDINDIA,,,
BSE:530669,530669,530669,,
BSE:524606,524606,524606,,
BSE:540955,540955,540955,,
BSE:530065,530065,530065,,
BSE:532072,532072,532072,,
BSE:501311,501311,501311,,
BSE:540729,540729,540729,,
NSE:TRANSWIND,TRANSWIND,,,
BSE:530839,530839,530839,,
BSE:532078,532078,532078,,
NSE:EDUCOMP,EDUCOMP,,,
BSE:526869,526869,526869,,
BSE:531578,531578,531578,,
BSE:543979,543979,543979,,
NSE:BALCO,BALCO,,,
BSE:507917,507917,507917,,
BSE:534109,534109,534109,,
BSE:530035,530035,530035,,
NSE:JINDCOT,JINDCOT,,,
BSE:538881,538881,538881,,
NSE:USHERAGRO,USHERAGRO,,,
BSE:538812,538812,538812,,
BSE:539584,539584,539584,,
BSE:540132,540132,540132,,
BSE:530421,530421,530421,,
BSE:540386,540386,540386,,
BSE:543439,543439,543439,,
NSE:QFIL,QFIL,,,
BSE:508998,508998,508998,,
NSE:GTNTEX,GTNTEX,,,
BSE:533149,533149,533149,,
BSE:538496,538496,538496,,
BSE:530141,530141,530141,,
BSE:539506,539506,539506,,
BSE:530993,530993,530993,,
NSE:INDIALEASE,INDIALEASE,,,
BSE:544636,544636,544636,,
NSE:SMVD,SMVD,,,
NSE:PARAMPARA,PARAMPARA,,,
NSE:RITEZONE,RITEZONE,,,
BSE:540134,540134,540134,,
NSE:SUZLONFIBR,SUZLONFIBR,,,
NSE:SATHAISPAT,SATHAISPAT,,,
BSE:526799,526799,526799,,
BSE:540811,540811,540811,,
NSE:UNIVAFOODS,UNIVAFOODS,,,
BSE:531640,531640,531640,,
BSE:512279,512279,512279,,
NSE:DIRL,DIRL,,,
BSE:532100,532100,532100,,
BSE:542924,542924,542924,,
BSE:540359,540359,540359,,
NSE:BKMINDST,BKMINDST,,,
BSE:538874,538874,538874,,
BSE:511122,511122,511122,,
BSE:521206,521206,521206,,
NSE:CLUTCHAUTO,CLUTCHAUTO,,,
BSE:519491,519491,519491,,
BSE:516106,516106,516106,,
NSE:AMIABLE,AMIABLE,,,
BSE:544324,544324,544324,,
BSE:507833,507833,507833,,
NSE:ABGSHIP,ABGSHIP,,,
BSE:531017,531017,531017,,
BSE:544236,544236,544236,,
BSE:519439,519439,519439,,
NSE:JENSONICOL,JENSONICOL,,,
BSE:526251,526251,526251,,
NSE:MVL,MVL,,,
NSE:BAKELHYLAM,BAKELHYLAM,,,
BSE:539117,539117,539117,,
NSE:PENTSFWARE,PENTSFWARE,,,
BSE:530889,530889,530889,,
NSE:FSC,FSC,,,
BSE:522233,522233,522233,,
BSE:543209,543209,543209,,
BSE:531240,531240,531240,,
BSE:543651,543651,543651,,
BSE:544221,544221,544221,,
BSE:542206,542206,542206,,
BSE:540148,540148,540148,,
BSE:540259,540259,540259,,
BSE:536710,536710,536710,,
BSE:522237,522237,522237,,
BSE:522209,522209,522209,,
BSE:526001,526001,526001,,
BSE:535647,535647,535647,,
NSE:AMFORGEIND,AMFORGEIND,,,
BSE:540189,540189,540189,,
BSE:531274,531274,531274,,
NSE:GITANJALI,GITANJALI,,,
BSE:523519,523519,523519,,
BSE:514414,514414,514414,,
BSE:512064,512064,512064,,
BSE:519413,519413,519413,,
BSE:523722,523722,523722,,
BSE:540696,540696,540696,,
BSE:540174,540174,540174,,
BSE:544002,544002,544002,,
BSE:506131,506131,506131,,
BSE:539016,539016,539016,,
BSE:541799,541799,541799,,
BSE:543927,543927,543927,,
BSE:519285,519285,519285,,
BSE:523062,523062,523062,,
NSE:BILENERGY,BILENERGY,,,
BSE:531228,531228,531228,,
NSE:SHILPI,SHILPI,,,
BSE:523826,523826,523826,,
BSE:509845,509845,509845,,
BSE:539253,539253,539253,,
BSE:514400,514400,514400,,
BSE:536672,536672,536672,,
BSE:526675,526675,526675,,
BSE:538895,538895,538895,,
BSE:539005,539005,539005,,
BSE:542146,542146,542146,,
BSE:506042,506042,506042,,
BSE:531198,531198,531198,,
BSE:524055,524055,524055,,
BSE:544160,544160,544160,,
BSE:513403,513403,513403,,
BSE:538520,538520,538520,,
BSE:539492,539492,539492,,
BSE:520141,520141,520141,,
BSE:509024,509024,509024,,
BSE:538422,538422,538422,,
BSE:540026,540026,540026,,
BSE:544025,544025,544025,,
BSE:535431,535431,535431,,
BSE:530025,530025,530025,,
BSE:531137,531137,531137,,
BSE:540243,540243,540243,,
BSE:543617,543617,543617,,
NSE:SIMPLEX,SIMPLEX,,,
BSE:503622,503622,503622,,
BSE:524768,524768,524768,,
BSE:523151,523151,523151,,
NSE:EMCO,EMCO,,,
NSE:BSLIMITED,BSLIMITED,,,
BSE:508980,508980,508980,,
BSE:539526,539526,539526,,
NSE:SAROJA,SAROJA,,,
NSE:PANORAMUNI,PANORAMUNI,,,
BSE:514296,514296,514296,,
BSE:524748,524748,524748,,
NSE:PRAGBOSIMI,PRAGBOSIMI,,,
BSE:511507,511507,511507,,
BSE:538452,538452,538452,,
BSE:532315,532315,532315,,
BSE:531758,531758,531758,,
BSE:523712,523712,523712,,
BSE:531235,531235,531235,,
BSE:509563,509563,509563,,
BSE:540936,540936,540936,,
NSE:ALPSINDUS,ALPSINDUS,,,
NSE:RAJASPETRO,RAJASPETRO,,,
BSE:544168,544168,544168,,
BSE:530445,530445,530445,,
BSE:526891,526891,526891,,
BSE:531341,531341,531341,,
NSE:AHIMSA,AHIMSA,,,
BSE:543520,543520,543520,,
BSE:506178,506178,506178,,
BSE:540072,540072,540072,,
BSE:544015,544015,544015,,
BSE:513713,513713,513713,,
BSE:542666,542666,542666,,
BSE:530119,530119,530119,,
BSE:538596,538596,538596,,
BSE:531560,531560,531560,,
BSE:531413,531413,531413,,
BSE:502893,502893,502893,,
BSE:517374,517374,517374,,
BSE:503624,503624,503624,,
NSE:FGPIND,FGPIND,,,
NSE:PBAINFRA,PBAINFRA,,,
BSE:519604,519604,519604,,
BSE:536738,536738,536738,,
BSE:530111,530111,530111,,
BSE:530201,530201,530201,,
BSE:506935,506935,506935,,
BSE:530167,530167,530167,,
BSE:538787,538787,538787,,
BSE:542938,542938,542938,,
BSE:519483,519483,519483,,
BSE:540782,540782,540782,,
BSE:544628,544628,544628,,
BSE:531382,531382,531382,,
BSE:539468,539468,539468,,
BSE:517356,517356,517356,,
BSE:503626,503626,503626,,
BSE:530799,530799,530799,,
BSE:538928,538928,538928,,
NSE:NEO,NEO,,,
BSE:539839,539839,539839,,
BSE:530127,530127,530127,,
BSE:538568,538568,538568,,
BSE:544556,544556,544556,,
NSE:VERITAAS,VERITAAS,,,
BSE:531521,531521,531521,,
BSE:540790,540790,540790,,
BSE:512443,512443,512443,,
BSE:543377,543377,543377,,
BSE:514264,514264,514264,,
BSE:531574,531574,531574,,
BSE:524414,524414,524414,,
BSE:508956,508956,508956,,
BSE:537985,537985,537985,,
BSE:531644,531644,531644,,
BSE:506906,506906,506906,,
BSE:543656,543656,543656,,
NSE:REIAGROLTD,REIAGROLTD,,,
NSE:STINDIA,STINDIA,,,
BSE:530907,530907,530907,,
NSE:OPAL,OPAL,,,
BSE:540938,540938,540938,,
BSE:500357,500357,500357,,
BSE:531778,531778,531778,,
NSE:DHTL,DHTL,,,
BSE:539091,539091,539091,,
BSE:530357,530357,530357,,
NSE:SHIRPUR-G,SHIRPUR-G,,,
BSE:521036,521036,521036,,
NSE:BCP,BCP,,,
BSE:543623,543623,543623,,
BSE:521062,521062,521062,,
NSE:JIWANRAM,JIWANRAM,,,
BSE:501622,501622,501622,,
BSE:508963,508963,508963,,
BSE:511636,511636,511636,,
BSE:523782,523782,523782,,
BSE:544101,544101,544101,,
BSE:540481,540481,540481,,
BSE:521210,521210,521210,,
BSE:533790,533790,533790,,
BSE:501477,501477,501477,,
BSE:503863,503863,503863,,
BSE:544183,544183,544183,,
BSE:531887,531887,531887,,
BSE:538708,538708,538708,,
BSE:531346,531346,531346,,
BSE:531409,531409,531409,,
BSE:521234,521234,521234,,
BSE:523896,523896,523896,,
BSE:535279,535279,535279,,
BSE:541703,541703,541703,,
NSE:SMPL,SMPL,,,
BSE:531821,531821,531821,,
BSE:544508,544508,544508,,
BSE:514197,514197,514197,,
BSE:519500,519500,519500,,
NSE:ISHAN,ISHAN,,,
BSE:505840,505840,505840,,
NSE:PROVOGE,PROVOGE,,,
NSE:ACCORD,ACCORD,,,
BSE:511601,511601,511601,,
BSE:543460,543460,543460,,
BSE:511710,511710,511710,,
BSE:539189,539189,539189,,
BSE:520131,520131,520131,,
NSE:VIVO,VIVO,,,
BSE:514113,514113,514113,,
BSE:532092,532092,532092,,
BSE:513401,513401,513401,,
BSE:531091,531091,531091,,
BSE:538857,538857,538857,,
BSE:524514,524514,524514,,
BSE:544474,544474,544474,,
BSE:540615,540615,540615,,
BSE:540266,540266,540266,,
BSE:539124,539124,539124,,
BSE:523652,523652,523652,,
BSE:540063,540063,540063,,
NSE:VIKASPROP,VIKASPROP,,,
BSE:536709,536709,536709,,
BSE:511377,511377,511377,,
BSE:519064,519064,519064,,
BSE:537840,537840,537840,,
BSE:538794,538794,538794,,
NSE:INSPIRE,INSPIRE,,,
NSE:KANDAGIRI,KANDAGIRI,,,
BSE:539097,539097,539097,,
NSE:FEDDERELEC,FEDDERELEC,,,
NSE:GAJANAND,GAJANAND,,,
BSE:523594,523594,523594,,
NSE:TRANSFREIT,TRANSFREIT,,,
BSE:531033,531033,531033,,
BSE:530171,530171,530171,,
BSE:526773,526773,526773,,
BSE:513430,513430,513430,,
NSE:JCTEL,JCTEL,,,
BSE:530899,530899,530899,,
BSE:517077,517077,517077,,
BSE:513699,513699,513699,,
BSE:531367,531367,531367,,
BSE:514248,514248,514248,,
NSE:BILVYAPAR,BILVYAPAR,,,
BSE:503641,503641,503641,,
BSE:543256,543256,543256,,
NSE:SUNILHITEC,SUNILHITEC,,,
BSE:532359,532359,532359,,
BSE:533018,533018,533018,,
NSE:DIL,DIL,,,
BSE:530697,530697,530697,,
BSE:532164,532164,532164,,
BSE:523222,523222,523222,,
BSE:531286,531286,531286,,
BSE:540597,540597,540597,,
BSE:511756,511756,511756,,
